"resultId","raceId","driverId","constructorid","number","gridStart","finishPosition","finishOrder","points","laps","time","fastestLap","fastestLapTime","fastestLapSpeed"
"25757","1092","840","117","18","19","12","12","0","28","+1:13.904","21","01:45.2","198.709"
"25758","1092","852","213","22","13","13","13","0","28","+1:15.599","22","01:45.9","197.418"
"25759","1092","825","210","20","18","14","14","0","28","+1:26.016","10","01:48.1","193.437"
"25760","1092","822","51","77","12","15","15","0","28","+1:26.496","11","01:47.8","193.889"
"25761","1092","855","51","24","14","16","16","0","28","+1:27.043","20","01:44.4","200.22"
"25762","1092","854","210","47","15","17","17","0","28","+1:32.523","22","01:45.4","198.366"
"25763","1092","842","213","10","17","18","18","0","28","+1:48.091","13","01:46.5","196.21"
"25764","1092","832","6","55","3","R","19","0","0",NULL,NULL,NULL,NULL
"25765","1092","848","3","23","16","R","20","0","0",NULL,NULL,NULL,NULL
"25766","1093","830","9","1","2","1","1","25","56","42:11.7","37","01:39.5","199.383"
"25767","1093","1","131","44","3","2","2","18","56","5.023","45","01:39.8","198.805"
"25768","1093","844","6","16","12","3","3","15","56","7.501","37","01:39.7","199.003"
"25769","1093","815","9","11","9","4","4","12","56","8.293","44","01:39.6","199.339"
"25770","1093","847","131","63","4","5","5","11","56","44.815","56","01:38.8","200.902"
"25771","1093","846","1","4","6","6","6","8","56","53.785","49","01:41.3","195.878"
"25772","1093","4","214","14","14","7","7","6","56","55.078","39","01:41.5","195.461"
"25773","1093","20","117","5","10","8","8","4","56","+1:05.354","35","01:42.5","193.54"
"25774","1093","825","210","20","13","9","9","2","56","+1:05.834","36","01:42.2","194.184"
"25775","1093","852","213","22","19","10","10","1","56","+1:10.919","49","01:41.2","196.031"
"25776","1093","839","214","31","0","11","11","0","56","+1:12.875","39","01:42.4","193.827"
"25777","1093","855","51","24","18","12","12","0","56","+1:16.164","46","01:42.5","193.682"
"25778","1093","848","3","23","8","13","13","0","56","+1:20.057","55","01:41.7","195.2"
"25779","1093","842","213","10","11","14","14","0","56","+1:21.763","55","01:42.3","193.967"
"25780","1093","854","210","47","16","15","15","0","56","+1:24.490","51","01:41.8","194.951"
"25781","1093","817","1","3","15","16","16","0","56","+1:30.487","55","01:42.4","193.778"
"25782","1093","849","3","6","17","17","17","0","56","+1:43.588","54","01:43.5","191.784"
"25783","1093","840","117","18","5","R","18","0","21",NULL,"3","01:43.1","192.537"
"25784","1093","822","51","77","7","R","19","0","16",NULL,"4","01:43.4","191.958"
"25785","1093","832","6","55","1","R","20","0","1",NULL,NULL,NULL,NULL
"25786","1094","830","9","1","1","1","1","25","71","38:36.7","36","01:22.0","188.85"
"25787","1094","1","131","44","3","2","2","18","71","15.186","32","01:22.1","188.813"
"25788","1094","815","9","11","4","3","3","15","71","18.097","30","01:21.8","189.476"
"25789","1094","847","131","63","2","4","4","13","71","49.431","71","01:20.2","193.31"
"25790","1094","832","6","55","5","5","5","10","71","58.123","32","01:22.2","188.498"
"25791","1094","844","6","16","7","6","6","8","71","+1:08.774","48","01:22.6","187.576"
"25792","1094","817","1","3","11","7","7","6","70",NULL,"48","01:22.0","188.905"
"25793","1094","839","214","31","10","8","8","4","70",NULL,"48","01:23.3","186.054"
"25794","1094","846","1","4","8","9","9","2","70",NULL,"48","01:23.4","185.779"
"25795","1094","822","51","77","6","10","10","1","70",NULL,"43","01:23.4","185.866"
"25796","1094","842","213","10","14","11","11","0","70",NULL,"42","01:22.3","188.319"
"25797","1094","848","3","23","17","12","12","0","70",NULL,"48","01:22.9","186.873"
"25798","1094","855","51","24","12","13","13","0","70",NULL,"47","01:22.3","188.358"
"25799","1094","20","117","5","16","14","14","0","70",NULL,"45","01:23.1","186.486"
"25800","1094","840","117","18","20","15","15","0","70",NULL,"42","01:22.5","187.895"
"25801","1094","854","210","47","15","16","16","0","70",NULL,"30","01:23.6","185.248"
"25802","1094","825","210","20","19","17","17","0","70",NULL,"49","01:23.3","186.007"
"25803","1094","849","3","6","18","18","18","0","69",NULL,"56","01:23.7","185.098"
"25804","1094","4","214","14","9","19","19","0","63",NULL,"48","01:22.9","186.981"
"25805","1094","852","213","22","13","R","20","0","50",NULL,"48","01:23.4","185.777"
"25806","1095","847","131","63","1","1","1","26","71","38:34.0","61","01:13.8","210.237"
"25807","1095","1","131","44","2","2","2","18","71","1.529","63","01:13.9","209.791"
"25808","1095","832","6","55","7","3","3","15","71","4.051","65","01:14.0","209.76"
"25809","1095","844","6","16","5","4","4","12","71","8.441","63","01:14.3","208.912"
"25810","1095","4","214","14","17","5","5","10","71","9.561","62","01:14.2","209.163"
"25811","1095","830","9","1","3","6","6","8","71","10.056","64","01:14.2","209.076"
"25812","1095","815","9","11","4","7","7","6","71","14.08","62","01:14.3","208.828"
"25813","1095","839","214","31","16","8","8","4","71","18.69","65","01:15.1","206.575"
"25814","1095","822","51","77","14","9","9","2","71","22.552","62","01:15.5","205.432"
"25815","1095","840","117","18","15","10","10","1","71","23.552","50","01:14.8","207.299"
"25816","1095","20","117","5","9","11","11","0","71","26.183","64","01:15.5","205.328"
"25817","1095","855","51","24","13","12","12","0","71","29.325","64","01:15.8","204.643"
"25818","1095","854","210","47","12","13","13","0","71","29.899","63","01:15.3","206.142"
"25819","1095","842","213","10","10","14","14","0","71","31.867","64","01:15.3","205.934"
"25820","1095","848","3","23","19","15","15","0","71","36.016","49","01:15.6","205.155"
"25821","1095","849","3","6","18","16","16","0","71","37.038","59","01:15.3","205.934"
"25822","1095","852","213","22","0","17","17","0","70",NULL,"63","01:15.5","205.44"
"25823","1095","846","1","4","6","R","18","0","50",NULL,"48","01:15.9","204.5"
"25824","1095","825","210","20","8","R","19","0","0",NULL,NULL,NULL,NULL
"25825","1095","817","1","3","11","R","20","0","0",NULL,NULL,NULL,NULL
"25826","1096","830","9","1","1","1","1","25","58","27:45.9","54","01:29.4","212.676"
"25827","1096","844","6","16","3","2","2","18","58","8.771","48","01:29.7","211.901"
"25828","1096","815","9","11","2","3","3","15","58","10.093","52","01:29.0","213.68"
"25829","1096","832","6","55","4","4","4","12","58","24.892","50","01:28.9","213.904"
"25830","1096","847","131","63","6","5","5","10","58","35.888","48","01:28.8","214.007"
"25831","1096","846","1","4","7","6","6","9","58","56.234","44","01:28.4","215.085"
"25832","1096","839","214","31","8","7","7","6","58","57.24","45","01:29.3","212.817"
"25833","1096","840","117","18","14","8","8","4","58","+1:16.931","42","01:29.6","212.135"
"25834","1096","817","1","3","13","9","9","2","58","+1:23.268","45","01:30.8","209.413"
"25835","1096","20","117","5","9","10","10","1","58","+1:23.898","35","01:30.3","210.51"
"25836","1096","852","213","22","11","11","11","0","58","+1:29.371","40","01:29.5","212.446"
"25837","1096","855","51","24","15","12","12","0","57",NULL,"53","01:29.6","212.183"
"25838","1096","848","3","23","19","13","13","0","57",NULL,"40","01:29.9","211.383"
"25839","1096","842","213","10","17","14","14","0","57",NULL,"16","01:31.1","208.732"
"25840","1096","822","51","77","18","15","15","0","57",NULL,"47","01:30.4","210.417"
"25841","1096","854","210","47","12","16","16","0","57",NULL,"39","01:29.8","211.632"
"25842","1096","825","210","20","16","17","17","0","57",NULL,"40","01:31.2","208.556"
"25843","1096","1","131","44","5","18","18","0","55",NULL,"42","01:29.8","211.738"
"25844","1096","849","3","6","20","19","19","0","55",NULL,"45","01:30.3","210.517"
"25845","1096","4","214","14","10","R","20","0","27",NULL,"24","01:30.6","209.889"
