"resultId","raceId","driverId","constructorid","number","gridStart","finishPosition","finishOrder","points","laps","time","fastestLap","fastestLapTime","fastestLapSpeed"
"24546","1027","1","131","44","3","1","1","25","71","36:48.9","66","01:19.5","194.993"
"24547","1027","20","6","5","2","2","2","18","71","1.766","68","01:19.4","195.19"
"24548","1027","822","131","77","6","3","3","15","71","3.553","66","01:19.5","194.912"
"24549","1027","844","6","16","1","4","4","13","71","6.368","53","01:19.2","195.557"
"24550","1027","848","9","23","5","5","5","10","71","21.399","48","01:19.3","195.328"
"24551","1027","830","9","33","4","6","6","8","71","+1:08.807","65","01:20.4","192.702"
"24552","1027","815","211","11","11","7","7","6","71","+1:13.819","70","01:20.5","192.512"
"24553","1027","817","4","3","13","8","8","4","71","+1:14.924","53","01:20.1","193.327"
"24554","1027","842","5","10","10","9","9","2","70",NULL,"53","01:19.5","194.824"
"24555","1027","807","4","27","12","10","10","1","70",NULL,"59","01:20.8","191.783"
"24556","1027","826","5","26","9","11","11","0","70",NULL,"48","01:19.9","193.91"
"24557","1027","840","211","18","16","12","12","0","70",NULL,"68","01:20.9","191.473"
"24558","1027","832","1","55","7","13","13","0","70",NULL,"66","01:20.3","192.929"
"24559","1027","841","51","99","15","14","14","0","70",NULL,"65","01:21.0","191.255"
"24560","1027","825","210","20","17","15","15","0","69",NULL,"53","01:21.7","189.691"
"24561","1027","847","3","63","19","16","16","0","69",NULL,"69","01:21.3","190.615"
"24562","1027","154","210","8","18","17","17","0","69",NULL,"68","01:21.6","189.926"
"24563","1027","9","3","88","20","18","18","0","69",NULL,"63","01:20.7","192.009"
"24564","1027","8","51","7","14","R","19","0","58",NULL,"55","01:20.1","193.481"
"24565","1027","846","1","4","8","R","20","0","48",NULL,"46","01:21.6","189.782"
"24566","1028","822","131","77","1","1","1","25","56","33:55.7","37","01:37.0","204.696"
"24567","1028","1","131","44","5","2","2","18","56","4.148","26","01:38.4","201.6"
"24568","1028","830","9","33","3","3","3","15","56","5.002","42","01:38.2","202.077"
"24569","1028","844","6","16","4","4","4","13","56","52.239","44","01:36.2","206.374"
"24570","1028","848","9","23","6","5","5","10","56","+1:18.038","42","01:38.0","202.458"
"24571","1028","817","4","3","9","6","6","8","56","+1:30.366","28","01:40.6","197.354"
"24572","1028","846","1","4","8","7","7","6","56","+1:30.764","44","01:38.1","202.365"
"24573","1028","832","1","55","7","8","8","4","55",NULL,"44","01:40.8","196.806"
"24574","1028","807","4","27","11","9","9","2","55",NULL,"47","01:38.4","201.619"
"24575","1028","815","211","11","0","10","10","1","55",NULL,"34","01:40.2","198.141"
"24576","1028","8","51","7","17","11","11","0","55",NULL,"46","01:39.6","199.249"
"24577","1028","826","5","26","13","12","12","0","55",NULL,"41","01:39.0","200.535"
"24578","1028","840","211","18","14","13","13","0","55",NULL,"42","01:40.4","197.716"
"24579","1028","841","51","99","16","14","14","0","55",NULL,"41","01:40.0","198.539"
"24580","1028","154","210","8","15","15","15","0","55",NULL,"52","01:41.3","195.979"
"24581","1028","842","5","10","10","16","16","0","54",NULL,"31","01:40.9","196.795"
"24582","1028","847","3","63","18","17","17","0","54",NULL,"54","01:41.2","196.039"
"24583","1028","825","210","20","12","18","18","0","52",NULL,"42","01:40.3","197.781"
"24584","1028","9","3","88","19","R","19","0","31",NULL,"22","01:43.8","191.147"
"24585","1028","20","6","5","2","R","20","0","7",NULL,"6","01:42.2","194.262"
"24586","1029","830","9","33","1","1","1","25","71","33:14.7","61","01:10.9","218.909"
"24587","1029","842","5","10","6","2","2","18","71","6.077","65","01:12.4","214.185"
"24588","1029","832","1","55","20","3","3","15","71","8.896","63","01:13.2","212.039"
"24589","1029","8","51","7","8","4","4","12","71","9.452","65","01:13.1","212.106"
"24590","1029","841","51","99","12","5","5","10","71","10.201","49","01:13.0","212.44"
"24591","1029","817","4","3","11","6","6","8","71","10.541","44","01:12.7","213.278"
"24592","1029","1","131","44","3","7","7","6","71","11.139","46","01:11.1","218.232"
"24593","1029","846","1","4","10","8","8","4","71","11.204","63","01:12.3","214.472"
"24594","1029","815","211","11","15","9","9","2","71","11.529","64","01:12.8","212.965"
"24595","1029","826","5","26","16","10","10","1","71","11.931","49","01:12.4","214.304"
"24596","1029","825","210","20","9","11","11","0","71","12.732","65","01:13.3","211.738"
"24597","1029","847","3","63","18","12","12","0","71","13.599","57","01:13.8","210.331"
"24598","1029","154","210","8","7","13","13","0","71","14.247","29","01:13.6","210.711"
"24599","1029","848","9","23","5","14","14","0","71","14.927","52","01:11.1","218.217"
"24600","1029","807","4","27","13","15","15","0","71","18.059","64","01:12.9","212.69"
"24601","1029","9","3","88","19","16","16","0","70",NULL,"63","01:14.6","208.072"
"24602","1029","20","6","5","2","17","17","0","65",NULL,"51","01:11.4","217.309"
"24603","1029","844","6","16","14","18","18","0","65",NULL,"63","01:11.4","217.19"
"24604","1029","840","211","18","17","19","19","0","65",NULL,"65","01:12.6","213.66"
"24605","1029","822","131","77","4","R","20","0","51",NULL,"43","01:10.7","219.417"
"24606","1030","1","131","44","1","1","1","26","55","34:05.7","53","01:39.3","201.387"
"24607","1030","830","9","33","2","2","2","18","55","16.772","55","01:41.1","197.731"
"24608","1030","844","6","16","3","3","3","15","55","43.435","44","01:40.4","199.064"
"24609","1030","822","131","77","20","4","4","12","55","44.379","31","01:39.7","200.515"
"24610","1030","20","6","5","4","5","5","10","55","+1:04.357","55","01:40.1","199.688"
"24611","1030","848","9","23","5","6","6","8","55","+1:09.205","49","01:42.2","195.603"
"24612","1030","815","211","11","10","7","7","6","54",NULL,"39","01:42.6","194.803"
"24613","1030","846","1","4","6","8","8","4","54",NULL,"50","01:43.0","194.071"
"24614","1030","826","5","26","13","9","9","2","54",NULL,"42","01:42.2","195.597"
"24615","1030","832","1","55","8","10","10","1","54",NULL,"43","01:41.3","197.389"
"24616","1030","817","4","3","7","11","11","0","54",NULL,"51","01:41.2","197.592"
"24617","1030","807","4","27","9","12","12","0","54",NULL,"52","01:43.3","193.605"
"24618","1030","8","51","7","17","13","13","0","54",NULL,"25","01:43.1","193.853"
"24619","1030","825","210","20","14","14","14","0","54",NULL,"22","01:43.8","192.642"
"24620","1030","154","210","8","15","15","15","0","54",NULL,"33","01:43.7","192.873"
"24621","1030","841","51","99","16","16","16","0","54",NULL,"28","01:43.3","193.639"
"24622","1030","847","3","63","18","17","17","0","54",NULL,"50","01:43.1","193.981"
"24623","1030","842","5","10","11","18","18","0","53",NULL,"53","01:42.4","195.231"
"24624","1030","9","3","88","19","19","19","0","53",NULL,"51","01:44.5","191.333"
"24625","1030","840","211","18","12","R","20","0","45",NULL,"25","01:43.3","193.507"
"24626","1031","822","131","77","1","1","1","25","71","30:55.7","68","01:07.7","229.758"
"24627","1031","844","6","16","7","2","2","18","71","2.7","64","01:07.9","228.933"
"24628","1031","846","1","4","3","3","3","16","71","5.491","71","01:07.5","230.378"
"24629","1031","1","131","44","5","4","4","12","71","5.689","67","01:07.7","229.572"
"24630","1031","832","1","55","8","5","5","10","71","8.903","63","01:08.0","228.687"
"24631","1031","815","211","11","6","6","6","8","71","15.092","63","01:08.3","227.579"
"24632","1031","842","213","10","12","7","7","6","71","16.682","64","01:09.0","225.205"
"24633","1031","839","4","31","14","8","8","4","71","17.456","64","01:08.9","225.509"
"24634","1031","841","51","99","18","9","9","2","71","21.146","70","01:08.8","225.954"
"24635","1031","20","6","5","11","10","10","1","71","24.545","71","01:08.6","226.524"
"24636","1031","849","3","6","20","11","11","0","71","31.65","63","01:09.7","223.146"
"24637","1031","826","213","26","13","12","12","0","69",NULL,"50","01:09.1","224.847"
"24638","1031","848","9","23","4","13","13","0","67",NULL,"50","01:08.4","227.156"
"24639","1031","8","51","7","19","R","14","0","53",NULL,"48","01:09.0","225.185"
"24640","1031","847","3","63","17","R","15","0","49",NULL,"49","01:09.3","224.256"
"24641","1031","154","210","8","15","R","16","0","49",NULL,"46","01:10.2","221.347"
"24642","1031","825","210","20","16","R","17","0","24",NULL,"23","01:10.7","219.807"
"24643","1031","840","211","18","9","R","18","0","20",NULL,"4","01:10.3","221.039"
"24644","1031","817","4","3","10","R","19","0","17",NULL,"8","01:10.6","220.15"
"24645","1031","830","9","33","2","R","20","0","11",NULL,"5","01:09.4","224.146"
"24646","1032","1","131","44","1","1","1","25","71","22:50.7","68","01:06.7","232.989"
"24647","1032","822","131","77","4","2","2","18","71","13.719","62","01:07.5","230.177"
"24648","1032","830","9","33","2","3","3","15","71","33.698","70","01:06.1","235.01"
"24649","1032","848","9","23","6","4","4","12","71","44.4","67","01:07.3","230.981"
"24650","1032","846","1","4","9","5","5","10","71","+1:01.470","66","01:07.2","231.345"
"24651","1032","815","211","11","17","6","6","8","71","+1:02.387","68","01:07.2","231.362"
"24652","1032","840","211","18","12","7","7","6","71","+1:02.453","65","01:07.8","229.162"
"24653","1032","817","4","3","8","8","8","4","71","+1:02.591","65","01:07.8","229.166"
"24654","1032","832","1","55","3","9","9","3","70",NULL,"68","01:05.6","236.894"
"24655","1032","826","213","26","13","10","10","1","70",NULL,"60","01:08.4","227.336"
"24656","1032","8","51","7","16","11","11","0","70",NULL,"57","01:08.4","227.322"
"24657","1032","825","210","20","15","12","12","0","70",NULL,"69","01:08.0","228.569"
"24658","1032","154","210","8","0","13","13","0","70",NULL,"69","01:08.0","228.442"
"24659","1032","841","51","99","19","14","14","0","70",NULL,"54","01:08.5","226.891"
"24660","1032","842","213","10","7","15","15","0","70",NULL,"69","01:07.8","229.183"
"24661","1032","847","3","63","11","16","16","0","69",NULL,"36","01:08.6","226.597"
"24662","1032","849","3","6","18","17","17","0","69",NULL,"68","01:08.8","225.922"
"24663","1032","839","4","31","5","R","18","0","25",NULL,"22","01:09.3","224.243"
"24664","1032","844","6","16","14","R","19","0","4",NULL,"3","01:35.4","162.979"
"24665","1032","20","6","5","10","R","20","0","1",NULL,NULL,NULL,NULL
"24666","1033","1","131","44","1","1","1","26","70","36:12.5","70","01:16.6","205.823"
"24667","1033","830","9","33","7","2","2","18","70","8.702","60","01:19.2","199.176"
"24668","1033","822","131","77","2","3","3","15","70","9.452","66","01:17.7","203.072"
"24669","1033","840","211","18","3","4","4","12","70","57.579","68","01:19.0","199.708"
"24670","1033","848","9","23","13","5","5","10","70","+1:18.316","68","01:19.4","198.534"
"24671","1033","20","6","5","5","6","6","8","69",NULL,"49","01:20.4","196.254"
"24672","1033","815","211","11","4","7","7","6","69",NULL,"39","01:20.1","196.923"
"24673","1033","817","4","3","11","8","8","4","69",NULL,"46","01:19.5","198.305"
"24674","1033","832","1","55","9","9","9","2","69",NULL,"68","01:20.5","195.976"
"24675","1033","825","210","20","0","10","10","1","69",NULL,"67","01:19.5","198.492"
"24676","1033","844","6","16","6","11","11","0","69",NULL,"64","01:20.8","195.142"
"24677","1033","826","213","26","17","12","12","0","69",NULL,"51","01:20.9","194.841"
"24678","1033","846","1","4","8","13","13","0","69",NULL,"42","01:19.9","197.28"
"24679","1033","839","4","31","14","14","14","0","69",NULL,"40","01:20.3","196.503"
"24680","1033","8","51","7","20","15","15","0","69",NULL,"67","01:20.9","194.978"
"24681","1033","154","210","8","0","16","16","0","69",NULL,"61","01:20.2","196.574"
"24682","1033","841","51","99","19","17","17","0","69",NULL,"44","01:20.1","196.908"
"24683","1033","847","3","63","12","18","18","0","69",NULL,"67","01:20.0","197.184"
"24684","1033","849","3","6","15","19","19","0","65",NULL,"64","01:21.2","194.236"
"24685","1033","842","213","10","10","R","20","0","15",NULL,"10","01:23.9","187.893"
"24686","1034","1","131","44","1","1","1","25","52","28:01.3","45","01:29.2","237.652"
"24687","1034","830","9","33","3","2","2","19","52","5.856","52","01:27.1","243.494"
"24688","1034","844","6","16","4","3","3","15","52","18.474","49","01:29.8","236.13"
"24689","1034","817","4","3","8","4","4","12","52","19.65","49","01:29.5","237.004"
"24690","1034","846","1","4","5","5","5","10","52","22.277","41","01:30.1","235.488"
"24691","1034","839","4","31","9","6","6","8","52","26.937","50","01:29.5","236.98"
"24692","1034","842","213","10","11","7","7","6","52","31.188","52","01:29.6","236.684"
"24693","1034","848","9","23","12","8","8","4","52","32.67","52","01:28.7","239.123"
"24694","1034","840","211","18","6","9","9","2","52","37.311","44","01:30.5","234.402"
"24695","1034","20","6","5","10","10","10","1","52","41.857","44","01:30.5","234.242"
"24696","1034","822","131","77","2","11","11","0","52","42.167","41","01:29.3","237.58"
"24697","1034","847","3","63","20","12","12","0","52","52.004","41","01:30.9","233.404"
"24698","1034","832","1","55","7","13","13","0","52","53.37","47","01:29.9","235.776"
"24699","1034","841","51","99","15","14","14","0","52","54.205","49","01:31.0","233.109"
"24700","1034","849","3","6","18","15","15","0","52","54.549","44","01:30.5","234.335"
"24701","1034","154","210","8","17","16","16","0","52","55.05","49","01:29.8","236.212"
"24702","1034","8","51","7","16","17","17","0","51",NULL,"49","01:30.0","235.71"
"24703","1034","826","213","26","19","R","18","0","11",NULL,"11","01:32.4","229.412"
"24704","1034","825","210","20","14","R","19","0","1",NULL,NULL,NULL,NULL
"24705","1034","807","211","27","13","W","20","0","0",NULL,NULL,NULL,NULL
"24706","1035","830","9","33","4","1","1","25","52","19:42.0","46","01:29.5","237.049"
"24707","1035","1","131","44","2","2","2","19","52","11.326","43","01:28.5","239.766"
"24708","1035","822","131","77","1","3","3","15","52","19.231","44","01:29.8","236.256"
"24709","1035","844","6","16","8","4","4","12","52","29.289","39","01:30.6","234.203"
"24710","1035","848","9","23","9","5","5","10","52","39.146","46","01:29.5","237.017"
"24711","1035","840","211","18","6","6","6","8","52","42.538","45","01:30.9","233.365"
"24712","1035","807","211","27","3","7","7","6","52","55.951","52","01:30.1","235.412"
"24713","1035","839","4","31","14","8","8","4","52","+1:04.773","50","01:30.6","234.144"
"24714","1035","846","1","4","10","9","9","2","52","+1:05.544","49","01:30.7","233.826"
"24715","1035","826","213","26","16","10","10","1","52","+1:09.669","52","01:30.7","233.723"
"24716","1035","842","213","10","7","11","11","0","52","+1:10.642","52","01:30.1","235.399"
"24717","1035","20","6","5","11","12","12","0","52","+1:13.370","49","01:30.8","233.602"
"24718","1035","832","1","55","12","13","13","0","52","+1:14.070","49","01:30.6","234.193"
"24719","1035","817","4","3","5","14","14","0","51",NULL,"39","01:31.2","232.621"
"24720","1035","8","51","7","20","15","15","0","51",NULL,"30","01:31.8","231.13"
"24721","1035","154","210","8","13","16","16","0","51",NULL,"51","01:30.8","233.581"
"24722","1035","841","51","99","19","17","17","0","51",NULL,"37","01:31.8","230.954"
"24723","1035","847","3","63","15","18","18","0","51",NULL,"50","01:31.4","232.01"
"24724","1035","849","3","6","18","19","19","0","51",NULL,"48","01:30.0","235.77"
"24725","1035","825","210","20","17","R","20","0","43",NULL,"39","01:31.8","230.944"
"24726","1036","1","131","44","1","1","1","25","66","31:45.3","63","01:19.8","209.942"
"24727","1036","830","9","33","3","2","2","18","66","24.177","53","01:21.5","205.677"
"24728","1036","822","131","77","2","3","3","16","66","44.752","66","01:18.2","214.343"
"24729","1036","840","211","18","5","4","4","12","65",NULL,"56","01:22.0","204.306"
"24730","1036","815","211","11","4","5","5","10","65",NULL,"58","01:22.5","203.09"
"24731","1036","832","1","55","7","6","6","8","65",NULL,"59","01:21.8","204.938"
"24732","1036","20","6","5","11","7","7","6","65",NULL,"48","01:22.7","202.618"
"24733","1036","848","9","23","6","8","8","4","65",NULL,"41","01:22.2","203.883"
"24734","1036","842","213","10","10","9","9","2","65",NULL,"44","01:22.5","203.021"
"24735","1036","846","1","4","8","10","10","1","65",NULL,"56","01:22.4","203.393"
"24736","1036","817","4","3","13","11","11","0","65",NULL,"51","01:22.5","203.215"
"24737","1036","826","213","26","12","12","12","0","65",NULL,"47","01:22.3","203.531"
"24738","1036","839","4","31","15","13","13","0","65",NULL,"65","01:22.2","203.933"
"24739","1036","8","51","7","14","14","14","0","65",NULL,"47","01:21.9","204.645"
"24740","1036","825","210","20","16","15","15","0","65",NULL,"64","01:23.5","200.757"
"24741","1036","841","51","99","20","16","16","0","65",NULL,"47","01:21.8","204.863"
"24742","1036","847","3","63","18","17","17","0","65",NULL,"37","01:22.5","203.119"
"24743","1036","849","3","6","19","18","18","0","64",NULL,"60","01:22.0","204.291"
"24744","1036","154","210","8","17","19","19","0","64",NULL,"64","01:20.4","208.409"
"24745","1036","844","6","16","9","R","20","0","38",NULL,"35","01:24.0","199.576"
"24746","1037","1","131","44","1","1","1","25","44","24:08.8","28","01:47.8","233.99"
"24747","1037","822","131","77","2","2","2","18","44","8.448","27","01:48.0","233.503"
"24748","1037","830","9","33","3","3","3","15","44","15.455","27","01:48.3","232.809"
"24749","1037","817","4","3","4","4","4","13","44","18.877","44","01:47.5","234.589"
"24750","1037","839","4","31","6","5","5","10","44","40.65","44","01:48.5","232.305"
"24751","1037","848","9","23","5","6","6","8","44","42.712","27","01:48.7","231.886"
"24752","1037","846","1","4","10","7","7","6","44","43.774","39","01:48.6","232.279"
"24753","1037","842","213","10","12","8","8","4","44","47.371","29","01:47.8","233.815"
"24754","1037","840","211","18","9","9","9","2","44","52.603","34","01:49.1","231.036"
"24755","1037","815","211","11","8","10","10","1","44","53.179","20","01:48.4","232.628"
"24756","1037","826","213","26","11","11","11","0","44","+1:10.200","28","01:49.8","229.572"
"24757","1037","8","51","7","16","12","12","0","44","+1:11.504","28","01:49.8","229.593"
"24758","1037","20","6","5","14","13","13","0","44","+1:12.894","31","01:50.0","229.309"
"24759","1037","844","6","16","13","14","14","0","44","+1:14.920","26","01:47.8","233.813"
"24760","1037","154","210","8","17","15","15","0","44","+1:16.793","28","01:50.0","229.184"
"24761","1037","849","3","6","19","16","16","0","44","+1:17.795","32","01:48.0","233.362"
"24762","1037","825","210","20","20","17","17","0","44","+1:25.540","37","01:48.1","233.287"
"24763","1037","841","51","99","18","R","18","0","9",NULL,"9","01:51.8","225.545"
"24764","1037","847","3","63","15","R","19","0","9",NULL,"5","01:51.8","225.624"
"24765","1037","832","1","55","7","W","20","0","0",NULL,NULL,NULL,NULL
"24766","1038","842","213","10","10","1","1","25","53","47:06.1","34","01:24.0","248.162"
"24767","1038","832","1","55","3","2","2","18","53","0.415","40","01:23.9","248.62"
"24768","1038","840","211","18","8","3","3","15","53","3.358","42","01:23.9","248.576"
"24769","1038","846","1","4","6","4","4","12","53","6","50","01:24.2","247.587"
"24770","1038","822","131","77","2","5","5","10","53","7.108","51","01:24.0","248.386"
"24771","1038","817","4","3","7","6","6","8","53","8.391","38","01:23.9","248.573"
"24772","1038","1","131","44","1","7","7","7","53","17.245","34","01:22.7","252.033"
"24773","1038","839","4","31","12","8","8","4","53","18.691","52","01:24.5","246.831"
"24774","1038","826","213","26","11","9","9","2","53","22.208","44","01:24.5","246.863"
"24775","1038","815","211","11","4","10","10","1","53","23.224","50","01:24.3","247.282"
"24776","1038","849","3","6","20","11","11","0","53","32.876","39","01:25.0","245.353"
"24777","1038","154","210","8","16","12","12","0","53","35.164","48","01:24.8","245.972"
"24778","1038","8","51","7","14","13","13","0","53","36.312","29","01:24.8","245.827"
"24779","1038","847","3","63","19","14","14","0","53","36.593","39","01:24.4","247.033"
"24780","1038","848","9","23","9","15","15","0","53","37.533","48","01:24.9","245.564"
"24781","1038","841","51","99","18","16","16","0","53","55.199","43","01:24.9","245.766"
"24782","1038","830","9","33","5","R","17","0","30",NULL,"10","01:25.5","243.804"
"24783","1038","844","6","16","13","R","18","0","23",NULL,"19","01:26.0","242.424"
"24784","1038","825","210","20","15","R","19","0","17",NULL,"10","01:25.8","243.099"
"24785","1038","20","6","5","17","R","20","0","6",NULL,"4","01:27.1","239.415"
"24786","1039","1","131","44","1","1","1","26","59","19:35.1","58","01:18.8","239.518"
"24787","1039","822","131","77","2","2","2","18","59","4.88","53","01:19.4","237.712"
"24788","1039","848","9","23","4","3","3","15","59","8.064","51","01:20.0","235.909"
"24789","1039","817","4","3","8","4","4","12","59","10.417","57","01:20.4","234.774"
"24790","1039","815","211","11","7","5","5","10","59","15.65","59","01:20.6","234.175"
"24791","1039","846","1","4","11","6","6","8","59","18.883","59","01:21.2","232.542"
"24792","1039","826","213","26","12","7","7","6","59","21.756","51","01:21.5","231.8"
"24793","1039","844","6","16","5","8","8","4","59","28.345","50","01:21.2","232.453"
"24794","1039","8","51","7","13","9","9","2","59","29.77","59","01:21.2","232.64"
"24795","1039","20","6","5","14","10","10","1","59","29.983","59","01:21.2","232.531"
"24796","1039","847","3","63","18","11","11","0","59","32.404","58","01:21.6","231.269"
"24797","1039","154","210","8","15","12","12","0","59","42.036","59","01:22.3","229.532"
"24798","1039","840","211","18","6","R","13","0","42",NULL,"42","01:22.1","230.077"
"24799","1039","839","4","31","10","R","14","0","7",NULL,"6","02:11.8","143.27"
"24800","1039","849","3","6","19","R","15","0","6",NULL,"6","02:11.4","143.736"
"24801","1039","825","210","20","20","R","16","0","5",NULL,"4","02:13.8","141.108"
"24802","1039","841","51","99","17","R","17","0","5",NULL,"4","02:13.8","141.111"
"24803","1039","832","1","55","9","R","18","0","5",NULL,"5","02:14.1","140.802"
"24804","1039","830","9","33","3","R","19","0","0",NULL,NULL,NULL,NULL
"24805","1039","842","213","10","16","R","20","0","0",NULL,NULL,NULL,NULL
"24806","1040","822","131","77","3","1","1","26","53","34:00.4","51","01:37.0","216.972"
"24807","1040","830","9","33","2","2","2","18","53","7.729","53","01:37.3","216.298"
"24808","1040","1","131","44","1","3","3","15","53","22.729","48","01:38.1","214.66"
"24809","1040","815","211","11","4","4","4","12","53","30.558","52","01:38.1","214.515"
"24810","1040","817","4","3","5","5","5","10","53","52.065","53","01:37.9","215.074"
"24811","1040","844","6","16","10","6","6","8","53","+1:02.186","47","01:39.1","212.54"
"24812","1040","839","4","31","7","7","7","6","53","+1:08.006","48","01:39.2","212.191"
"24813","1040","826","213","26","11","8","8","4","53","+1:08.740","48","01:39.1","212.369"
"24814","1040","842","213","10","9","9","9","2","53","+1:29.766","50","01:37.2","216.523"
"24815","1040","848","9","23","15","10","10","1","53","+1:37.860","51","01:38.4","214.001"
"24816","1040","841","51","99","17","11","11","0","52",NULL,"44","01:39.8","211.021"
"24817","1040","825","210","20","18","12","12","0","52",NULL,"52","01:40.4","209.731"
"24818","1040","20","6","5","14","13","13","0","52",NULL,"46","01:39.6","211.398"
"24819","1040","8","51","7","19","14","14","0","52",NULL,"37","01:38.9","212.96"
"24820","1040","846","1","4","8","15","15","0","52",NULL,"50","01:37.4","216.198"
"24821","1040","849","3","6","20","16","16","0","52",NULL,"47","01:41.0","208.352"
"24822","1040","154","210","8","16","17","17","0","52",NULL,"44","01:39.6","211.343"
"24823","1040","847","3","63","13","18","18","0","52",NULL,"52","01:37.4","216.254"
"24824","1040","832","1","55","6","R","19","0","0",NULL,NULL,NULL,NULL
"24825","1040","840","211","18","12","R","20","0","0",NULL,NULL,NULL,NULL
"24826","1041","1","131","44","2","1","1","25","60","35:49.6","58","01:28.1","210.253"
"24827","1041","830","9","33","3","2","2","19","60","4.47","60","01:28.1","210.267"
"24828","1041","817","4","3","6","3","3","15","60","14.613","53","01:29.6","206.876"
"24829","1041","815","211","11","9","4","4","12","60","16.07","58","01:29.7","206.608"
"24830","1041","832","1","55","10","5","5","10","60","21.905","53","01:30.1","205.625"
"24831","1041","842","213","10","12","6","6","8","60","22.766","53","01:30.1","205.668"
"24832","1041","844","6","16","4","7","7","6","60","30.814","54","01:30.7","204.303"
"24833","1041","807","211","27","20","8","8","4","60","32.596","58","01:30.7","204.256"
"24834","1041","154","210","8","16","9","9","2","60","39.081","54","01:31.6","202.407"
"24835","1041","841","51","99","14","10","10","1","60","40.035","38","01:30.9","203.861"
"24836","1041","20","6","5","11","11","11","0","60","40.81","43","01:30.4","204.99"
"24837","1041","8","51","7","19","12","12","0","60","41.476","54","01:30.5","204.755"
"24838","1041","825","210","20","15","13","13","0","60","49.585","37","01:30.5","204.881"
"24839","1041","849","3","6","18","14","14","0","60","54.449","39","01:31.4","202.816"
"24840","1041","826","213","26","13","15","15","0","60","55.588","41","01:32.2","200.975"
"24841","1041","846","1","4","8","R","16","0","42",NULL,"40","01:32.3","200.727"
"24842","1041","848","9","23","5","R","17","0","23",NULL,"9","01:32.3","200.723"
"24843","1041","839","4","31","7","R","18","0","22",NULL,"21","01:33.2","198.873"
"24844","1041","822","131","77","1","R","19","0","18",NULL,"8","01:31.9","201.697"
"24845","1041","847","3","63","17","R","20","0","12",NULL,"6","01:34.5","196.06"
"24846","1042","1","131","44","1","1","1","26","66","29:56.8","63","01:18.7","212.708"
"24847","1042","822","131","77","2","2","2","18","66","25.592","66","01:19.3","211.113"
"24848","1042","830","9","33","3","3","3","15","66","34.508","62","01:19.9","209.767"
"24849","1042","844","6","16","4","4","4","12","66","+1:05.312","66","01:20.4","208.322"
"24850","1042","842","213","10","9","5","5","10","65",NULL,"65","01:20.6","207.952"
"24851","1042","832","1","55","7","6","6","8","65",NULL,"65","01:20.3","208.685"
"24852","1042","815","211","11","5","7","7","6","65",NULL,"49","01:20.8","207.306"
"24853","1042","839","4","31","11","8","8","4","65",NULL,"61","01:20.9","207.16"
"24854","1042","817","4","3","10","9","9","2","65",NULL,"61","01:20.9","207.04"
"24855","1042","20","6","5","15","10","10","1","65",NULL,"62","01:20.7","207.489"
"24856","1042","8","51","7","16","11","11","0","65",NULL,"60","01:21.1","206.652"
"24857","1042","848","9","23","6","12","12","0","65",NULL,"61","01:19.9","209.673"
"24858","1042","846","1","4","8","13","13","0","65",NULL,"65","01:19.4","211.073"
"24859","1042","847","3","63","14","14","14","0","65",NULL,"62","01:20.9","207.101"
"24860","1042","841","51","99","17","15","15","0","65",NULL,"46","01:21.9","204.544"
"24861","1042","825","210","20","19","16","16","0","65",NULL,"63","01:21.5","205.632"
"24862","1042","154","210","8","18","17","17","0","65",NULL,"59","01:21.7","205.118"
"24863","1042","849","3","6","20","18","18","0","64",NULL,"53","01:21.9","204.629"
"24864","1042","826","213","26","13","19","19","0","64",NULL,"59","01:20.4","208.216"
"24865","1042","840","211","18","12","R","20","0","51",NULL,"45","01:21.7","205.043"
"24866","1043","1","131","44","2","1","1","26","63","28:32.4","63","01:15.5","234.121"
"24867","1043","822","131","77","1","2","2","18","63","5.783","63","01:15.9","232.831"
"24868","1043","817","4","3","5","3","3","15","63","14.32","62","01:17.6","227.878"
"24869","1043","826","213","26","8","4","4","12","63","15.141","62","01:17.7","227.543"
"24870","1043","844","6","16","7","5","5","10","63","19.111","62","01:18.2","226.067"
"24871","1043","815","211","11","11","6","6","8","63","19.652","49","01:18.1","226.325"
"24872","1043","832","1","55","10","7","7","6","63","20.23","62","01:18.1","226.226"
"24873","1043","846","1","4","9","8","8","4","63","21.131","63","01:18.1","226.368"
"24874","1043","8","51","7","18","9","9","2","63","22.224","63","01:18.1","226.313"
"24875","1043","841","51","99","20","10","10","1","63","26.398","61","01:18.8","224.286"
"24876","1043","849","3","6","19","11","11","0","63","27.135","37","01:18.7","224.499"
"24877","1043","20","6","5","14","12","12","0","63","28.453","44","01:17.8","227.248"
"24878","1043","840","211","18","15","13","13","0","63","29.163","46","01:18.4","225.528"
"24879","1043","154","210","8","16","14","14","0","63","32.935","45","01:18.8","224.206"
"24880","1043","848","9","23","6","15","15","0","63","57.284","63","01:16.2","231.991"
"24881","1043","847","3","63","13","R","16","0","51",NULL,"43","01:18.8","224.237"
"24882","1043","830","9","33","3","R","17","0","50",NULL,"44","01:17.6","227.628"
"24883","1043","825","210","20","17","R","18","0","47",NULL,"45","01:19.3","222.93"
"24884","1043","839","4","31","12","R","19","0","27",NULL,"22","01:19.6","221.998"
"24885","1043","842","213","10","4","R","20","0","8",NULL,"5","01:20.4","219.797"
"24886","1044","1","131","44","6","1","1","25","58","42:19.3","56","01:39.4","193.302"
